제목,내용,평점,좋아요 수
시카고,이토록 물흐르듯 끊어지지 않고 자연스러운 뮤지컬 영화라니. 처형된 그녀에 관한 정보를 알고 난 후 이 영화의 많은 점들이 내겐 상당히 해학적이고 풍자적으로 다가온다. 음악과 영화의 환상적인 앙상블.,5.0,4
킬 빌 2,"타란티노의 중국 무술 덕질. 처음부터 끝까지 쓰는건 일본도지만 결국 마지막은 중국 무술이었다. 그래서 그런가 1편보다 더 재밌는 2편이다. 1부와 2부가 한작품인 것을, 무엇이 좋고 나쁜지 가를 필요가 없는것을. 깔끔히 정리되지 않은 몇 떡밥들은 킬빌3를 위한 장치였겠으나 3는 나올 기미가 보이지 않는다.",4.0,5
킬 빌,킬빌을 먼저 봤던 사람들은 킹스맨을 보았을때 킬빌의 향수를 느꼈을것 같다. 여러 조합들의 가장 옳은 결과물.,4.0,5
우먼 인 골드,"애매한 편집점에도 불구하고 자칫 어려울 법한 법률용어가 나오는 영화를 관객들이 알기 쉽게 잘 만들어진 영화라고 생각한다. 아쉬우면서 아이러니한 점은 우리나라에서 이런 영화가 만들어지면 신파라는 평을 들을것 같은 연출이 자주 보인다(물론 이처럼 잘 만든 신파는 좋아한다). 영화와는 거리가 먼 얘기이지만 나치에 대해선 엄격한 서양인들이 일제 제국주의에 대해선 너무 관대한 점도 너무 아쉽다. ""피해자라고 생각하는 그들은 나치때 꽃을 흔들었던 사람들""이라는 대사는 꼭 곱씹어봐야하는 대사라고 생각된다.",4.0,1
로미오와 줄리엣,"지금의 기술과 연기, 연출로 그때의 배우들과 다시 촬영을 하면 얼마나 아름다운 작품이 나올까. 각본만으로도 이미 완벽한 작품에서 올리비아 핫세는 줄리엣 그 자체가 되어 역사로 남겨지게 되었다.",4.5,1
피케이: 별에서 온 얼간이,"하고자 하는 말을 쉽고 간단하게, 재밌고도 명확하게 전달하는 힘.
한편으로는 유치하지만 누구나 즐길 수 있는 영화로 가볍지 않은 교훈을 전달하는 능력.
아미르 칸의 작품은 그래서 사랑받는 듯 하다.",4.5,0
킬러의 보디가드,약간은 억지스러운 설정들 속에서 자유분방하게 놀러댕기는 두개의 마더뻐킹 주둥아리. 악당과 밸런스 패치 잘못된 두 주인공의 아가리 액션물. 잘못한 놈만 죽인다는 킬러에게 구로사와가 잘못한 점은 무엇이었을까,3.5,1
윈드 리버,실화는 아닐지언정 실제 있는 사건들을 바탕으로 만든 영화. 백인과 인디언을 '우리'라고 강조하며 구분하지 않고자 한다. 할리우드 영화 전개의 특색이 고스란히 보이는 영화.,4.0,3
더 테이블,"관계가 이어지기도, 새로 시작하기도, 끝이 나기도 하는 그 장소의 그 테이블. 카페에 하루종일 앉아 다양한 사람들을 엿보고 엿들은 기분.",4.0,2
아이 캔 스피크,초반부의 영화와 후반부의 영화는 전혀 다른 영화가 된다. 하지만 그 흐름이 매끄러워 관객들과 감정의 공유가 가능하다. 절대 잊으면 안되는 역사.,4.0,2
작은 벽돌로 쌓은 집,영화화 되면 좋겠지만 강해질 감동코드는 감당하지 못할거 같다 단편이 딱 좋은 애니매이션,4.5,3
1987,"이 영화엔 주인공이 없다. 동시에 이 영화에 나오는 모든 사람들이 주인공이다. 1987년 그 격동적이었던 곳에 잠시 다녀온 듯하다. 영화와 별개로 이 때 현장에서 호헌철폐 독재타도를 외친 사람들이 있는가 하면 아무것도 하지않고 가만히 있었던 사람들도 있었다는 것을, 지금의 우리나라를 똑바로 보면 안다는 것을 알았으면 좋겠다.",4.0,4
신과함께-죄와 벌,강철비와 마찬가지로 생각보다 잘 나온 영화. 2편도 매우 기대중이다. 중후반의 굉장히 아쉬운 CG가 몇군데 보이지만 영화에 크게 지장 없는 정도. 초반 후두리챱챱 후루룩 지나가는 빠른 전개도 조금 아쉽다. 좋은 만화는 좋은 영화가 나오기 수월한 듯 하다. 주인공 가족이 너무너무너무 불쌍한 건 만화보다 더 했다. 억지신파까진 아니지만 슬프게 하려는 세팅은 눈에 보였다.,3.5,3
강철비,"생각했던 것보다 깔끔했던 액션 블록버스터 아재 코미디 영화.
우연성에 너무 많이 기반한 스토리가 약간의 아쉬움으로 다가오지만 이는 만화가 원작이기에 충분히 이해가 가는 부분이다. 정치색이 강할까 심히 염려되었지만 그런 걱정 따윈 기우에 불가했다.",4.0,1
발레리안 : 천 개 행성의 도시,뤽배송이 구축한 새로운 세계관. 깊이 없는 오락영화의 아쉬움. 매력적인 여주와 남주의 환상적인 케미.,4.0,1
두 개의 사랑,현실과 꿈과 상상 3개를 넘나드는 셀프 불륜 로맨스 드라마. 너무 강력한 떡밥은 반전의 재미를 위축시켜버렸다.,4.0,0
맥북이면 다 되지요,"자신을 희생하면서까지 가족을 위하는 어머니, 지금도 많은 가정의 현시점이겠지만 바뀌었으면 한다.",4.0,0
너와 극장에서,"극장쪽으로 - 2.5 이런 흑백 싫사옵니다ㅠ
극장에서 한 생각 - 4 참신 돋는다 ㄹㅇ, 예상됐던 반전과 예상못했던 반전 모두의 재미를 느껴보았다.
우리들의 낙원 - 3 떠나요 가끔은 나의 세계속으로 대신 민폐는 안돼요",4.0,0
초행,"""엄마같은 엄마가 될까봐 엄마가 되는 것이 무서워""
이에 남자가 못했던 대답은
""아빠같은 아빠가 될까봐 아빠가 되는 것이 무서워""
가 아니었을까.
길을 굳이 빠르게, 정확하게 안 가도 돼. 그것이 초행길이라면 더더욱.",4.5,4
살아남은 아이,"내적으로 삭히는 감정을 훌륭히 보여준 영화.
내적 갈등의 폭발하면서 엄청난 파괴력을 보인다.
부산에서 보았던 죄많은 소녀와 견줄만 한 작품.
기현을 필두로 한 배우들의 연기력은 압권이다.",4.5,5
튼튼이의 모험,"델타보이즈 감독님으로 큰 기대를 하고 본 영화.
전작에 비해 다소 아쉬움이 많이 느껴지는 디테일과 전개였다.
델타보이즈가 ""너희들 마음대로 놀아~"" 라고 내버려뒀다면 이 영화는 ""너희들은 여기서 신나게 마음대로 놀아!""라는 느낌이랄까.",3.5,2
게임 오버,디테일 확실하네,3.5,3
피-넛,아 이건 좀 추잡스럽다. 물고기 이해하고 토쏠렸다.,3.0,0
루프 섹스,골때리네 이겈ㅋㅋㅋㅋㅋㅋㅋ 사물 야동 or 쇼파 야동,4.0,4
서브마린 샌드위치,이게 다른 작품보다 덜 먹고싶은 이유는 상상하는 음식 사운드가 아닌 재료의 사운드이기 때문일것,3.5,3
웨스턴 스파게티,버터 써는거 보고 감탄했다,4.0,4
프레쉬 과카몰리,뭐냐 이 참신한 상상력은,3.5,4
숲,"와 이런 연출이라니,, 압권이라는 단어로 표현이 가능한 영화.
머리를 세게 한대 맞은 듯한 느낌이다. 단편으로 할 수 있는 모든 것을 보여줬다.",5.0,2
청년경찰,요즘 트렌드를 반영한 신세대적인 말투의 대본과 배우들의 케미를 제외하면 이 영화는 성공하지 못했을 것이다. 허술한 경찰과 이해가 안되는 행동들을 먼저 하는 주인공들. 결과와 결말만을 위한 스토리는 결국 그저 그런 뻔한 영화가 되어버렸다.,3.0,2
오버워치: 명예와 영광,라인도 존나 돌진충이었네,3.5,1
이 모든 것을 벗어나기 위하여,우리들 고딩맛,3.0,1
백년해로외전,당신들은 왜 나한테 잊음을 강요하는가,4.0,1
갤럭시 S8 큐브 무비,다 다른 스토리들이 만들어진다는 건 참 좋은 시도와 발상 같았다. 그 스토리들이 완성도 있게 되지 못해 아쉬울뿐.,3.5,2
2박 3일,너도 미안하지? 나도 미안해할래.,3.0,3
감독님 연출하지 마세요,ㅋㅋㅋㅋㅋㅋ이런 반전이 있을줄이야,3.5,1
쥐잡이,음...?? 갸우뚱......,2.5,0
김앤장,김의 연기가 굉장히 인상적인 작품. 병맛 스릴러 코미디.,4.0,0
인류의 영원한 테마,영화의 한줄소개론 담지 못한 영화의 매력,4.0,1
사랑하는 사람의 아이를 낳는다,바람과 갈등 속 정체성을 찾는 퀴어 영화가 아닌 이런 퀴어 영화를 보기를 원했다.,4.0,1
나만 없는 집,"와 이 미친 디테일 대체 뭐냐,,
일상 그대로를 이렇게 영화에 담아낼 수 있다는 것은 엄청난 재능인 것 같다.",4.5,8
쓰레기촌: 계획,ㅋㅋㅋㅋㅋ귀여워 범죄자 듀오,3.0,2
범죄도시,짜임새 있는 액션영화. 마동석 윤계상을 비롯한 배우들의 연기는 압도적이다. 2004년엔 절대 선이 아닌 룸쌀롱 다니는 형사지만 경찰들의 처우개선과 함께 지금은 절대 선이 되었으면.,4.0,6
반달곰,놀줄만 아는 곰의 사람 되기 프로젝트,4.0,0
해운대 소녀,이 내용 이해못하는 한국인이 있을까?,4.5,1
토르: 라그나로크,"토르의 홈커밍화일줄 알았는데 새로운 토르의 등장이네
더욱 더 쉽고 대중적으로 다가오는 마블의 영화들",4.5,2
실종2,"이 영화가 개봉을 생각 중이라는게 참담할 따름
-Bifan 2017",1.5,0
상애상친 : 여자 이야기,"부국제의 마지막을 이 영화로 마무리할 수 있어서 너무 좋다. 사진 씬은 이 영화를 본 모든 사람들의 뇌리에 깊게 박혔을 것이다. 그 누구도 포기할 수 없는 소중함이기에, 그렇기에 놓아줄 수 있다. 그대가 가장 행복하기 위해.
+자막 좀 제대로 보여주지 이게 뭐여
-Biff2017",4.0,2
양의 나무,"사람 심리를 굉장히 잘 표현해내고 전해주는 영화.
죄명은 같다 할지라도 죄는 다르고 그런 것을 단정짓기에 각기 인간은 한없이 다르다.
-Biff2017",4.5,0
메소드,"초반부에 누가 쫓아오는 것도 아닌데 왜이렇게 전개가 허겁지겁인가요ㅠㅠ 후반부 완전 좋았는데ㅠㅠㅠ 배우 연기력은 최고인 작품.
-Biff2017",3.5,0
모래 놀이,"주제 전달만을 위해 만들어진 영화라는 느낌.
-Biff2017",3.0,3
처녀비행,"아무 노력 안 하는 주인공은 싫다.
-Biff2017
+감독 의도 보고 평점 바꿈. 미친놈인가",2.0,0
유리의 여름,"담담한 주인공을 따라 느낄 수 있는 영원히 잊지 못할 죄책감.
우리 동네라 곳곳에 아는 장소가 나와서 더 새로웠다.
-Biff2017",3.5,0
도쿄의 밤하늘은 항상 가장 짙은 블루,"필사적으로 살기에 필요한 최소한의 안식처.
영화에 큰 매력을 느끼진 못했다.
-Biff2017",3.0,3
아름다운 별,"B급 코미디SF 영화에 A급 메시지를 추가해 S급 퀄리티로 만들어버리다. 수금지화의 환상적인 시너지.
-Biff2017",4.5,3
세 번째 살인,"영화 끝나고 땅콩버터 사서 식빵 발라 먹었다.
논리와 정확한 증거들로 사건을 다루는 여타 법정물과 달리 인간의 심리와 내면 그리고 목소리로 이야기를 전개하는 고레에다표 법정물. 이 영화가 말하고자 하는 주제에 정확한 이유나 결론은 필요없다. 유리를 사이에 둔 둘의 대화 장면을 찍은 방식은 내 머리 속 깊이 자리 잡을 것이다.
-Biff2017.",4.5,6
홈,"오랜만에 본 웰메이드 가족영화. 후반부에 너무 강해진 신파적 요소가 조금 아쉽다.
-Biff2017",4.0,3
나는 마녀가 아니다,"뿌리깊이 썩은 전통의 미신과 인간의 욕심이 만나다.
그들을 깨워낸건 어린 아이 하나다.
-Biff2017",3.0,1
박화영,"엄마니까! 엄마니까? 엄마니까...
-Biff 2017",4.0,3
죄 많은 소녀,"너무 사실적이라 무섭고 놀라운 영화
머리가 아프다
-Biff 2017",5.0,4
빌리 진 킹: 세기의 대결,"테니스의 생동감과 현 사회에도 꾸준히 요구되는 주제를 잘 표현한 스포츠 영화.
아쉬운 점을 꼽자면 바비가 좀 더 강했었으면 좋았을 것 같다는 점과 빌리진킹의 중압감을 좀 더 느낄 수 있었으면 좋았을 것 같고 자신의 주체성을 알게되는 소재로 바람은 그만 좀 사용했으면 좋겠다(이 영화의 경우 실화라 할 말은 없다) 좋은 배우들의 압도적인 시너지도 좀 아쉬운 부분이다.
-Biff 2017",4.0,1
살인 예술가,"미꾸라지는 흙탕물을 만들지라도 물이 썩게 두지는 않는다.
그녀의 마지막 시선은 어디에 있는가.
-Biff 2017",4.5,8
엄마,"좋은 연기와 좋은 연출의 좋은 시너지.
부모와 자녀란 각자의 인생이면서도 함께인 인생.
-Biff2017",4.0,3
아버지가방에들어가신다,"아빠도 사람이야 ㅠㅠ
-Biff2017",3.0,0
목발 들어주는 아이,"남들에겐 작은 일일지도 모르지만 그들에겐 모든 힘을 쏟아 부어 지켜야 할 지금이다.
-Biff2017",3.5,0
맨헌트,"질질 끌어버리기~~ 영화가 빨리 끝나기만을 바랐다
-Biff 2017",2.5,2
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?","시간을 안 돌리면 영화를 못 만드나요 슬슬 질리다 못해 식상하기까지 해진다. 작화를 애매하게 섞어서 더 위화감이 드는 애니. 그럼에도 일본 감성 마니아층은 좋아할 거 같은 영화. 근데 난 별로얌ㅎㅎ + 남자애들은 변태새끼들로 여자애들은 성적대상으로 처음부터 끝까지 묘사하는 이 영화는 곱씹을수록 별로다
-Biff 2017",2.0,4
누나의 가출,"자전적이고 반성적인 영화. 자신의 모습을 주조연 캐릭터에 대입해가며 보면 재밌고 많은 걸 생각해 볼 영화.
-Biff 2017",3.5,3
대자보,"흑백을 싫어하는 입장이지만 이 영화만큼에서는 흑백이 올바른 선택이었다. 원테이크가 끌어가는 엄청난 폭발력의 영화.
-Biff 2017",4.5,12
밝은 미래,"루즈한 전개가 아쉬운 영화. 현 한국 사회의 메시지를 전달해주는 것 그 이상 그 이하도 아닌 영화. 영화의 매력? 글쎄...
-Biff 2017",2.5,5
당갈,"아미르 칸이 국민 배우인 이유.
긴 러닝타임에도 이 영화가 흥행에 성공한 이유.
스포츠 영화가 재미있는 이유.
레슬링 장면 자막만 좀 더 디테일하게 달아줬으면ㅠㅠ
그리고 다들 방광 조심하세요
-2017 Biff",4.5,11
킹스맨: 골든 서클,킹스맨만의 매력은 사라졌고 흔한 할리우드식 영화가 만들어졌다. 별 3.5점에 팬심으로 반개 추가,4.0,8
덤 앤 더머,덤앤더머보다 더 멍청한 범인 두명,3.5,1
마스크,짐캐리가 캐리하는 영화. 악당이 더 센 악당을 만나 영웅이 되는 이야기. 자신의 욕망을 분출시켜주는 리스크 마스크. 큰 리스크에도 자기가 원하는대로 되는 마스크는 매력적이다.,4.0,4
치어댄스,"춤연습은 주구장창 하는데 제대로 된 대회는 잘 보여주지도 않...
일본 영화 특유의 감성이 유독 강한 영화. 애니메이션을 보는 듯 했다. 일본 영화 느낌을 좋아한다면 나쁘지 않을 수도 있을 영화. 히로세 스즈가 정말정말정말 이쁘다.",3.0,3
나의 사랑 나의 신부,클리셰도 많고 과장도 상당하지만 킬링타임용으로 본 한국 로코. 근데 사실 에피소드들이 마음에 들진 않다.,3.5,1
춘몽,조금은 특별한 이들의 평범함. 조금은 평범한 이들의 특별함. 그것의 기준은 사람마다 다를 테고 그 기준의 옳고 그름 또한 사람마다 다를 것이다. 하지만 틀린 것은 없을 것이다. 킬링타임용으론 비추,3.0,1
