제목,내용,평점,좋아요 수
뺑반,이 소재로 영화를 만들면서 자동차추격전에서조차 점수를 따지 못한다면.,2.0,476
극한직업,세트플레이에 능한 코미디.,3.5,539
가버나움,영화가 끝나도 사라지지 않는  아이들의 얼굴.,3.5,586
글래스,과소비된 듯한 수퍼히어로 장르에도 여전히 흥미진진한 미답지가 남아 있다.,3.5,557
언더독,한국적 애니메이션이란 어떤 것인지에 대한 또렷한 응답.,3.5,197
쿠르스크,어쩌면 그렇게 장면장면이 한국의 상황으로 바뀌어 다가오며 가슴을 치던지.,3.0,210
그린 북,당길 때와 밀 때를 정확히 아는 각본. 감탄과 공감을 함께 끌어내는 연기.,4.0,1489
말모이,이야기가 달라져도 화술은 달라지지 않는 한국영화 또 하나의 풍경.,2.5,519
리지,소재의 자극성에 함몰되지 않고 명확한 시선으로 재해석한다.,3.5,117
레토,저무는 시대의 표층을 뚫고 울려퍼진 그 여름의 벅찬 서곡.,4.0,272
레인보우: 나의 사랑,스스로에게 물어야 할 질문을 밖에서 구했던 자가 빠지게 된 미로.,3.5,85
PMC: 더 벙커,소재에서 스타일까지 한국영화에서 보기 힘든 신선한 면모.,3.0,293
아쿠아맨,물 속 액션 장면들은  어떻게 달라야 하는지에 대해 흥미롭게 답한다.,3.0,390
부탁 하나만 들어줘,두 배우의 매력이 천방지축 흘러가는 스토리의 산만함을 커버한다.,3.0,412
마약왕,미처 다 쓰지도 못하는 캐릭터들과 설정들.,2.0,377
로마,"특정한 시공간 속의 개인적 추억에 감동 넘치는 보편성의 날개를 달아준 기술, 예술, 마술.",5.0,834
안개 속 소녀,종종 미디어와 여론이 원하는 것은 그저 삼키기 좋은 떡밥.,3.0,75
저니스 엔드,전쟁의 부조리와 전투의 혼란에만 집중한 반전영화의 묵직한 호소력.,3.5,121
국가부도의 날,소재를 장악하지 못한 채 손쉽게 감정에만 불을 지른다.,1.5,701
에스코바르,요란한 이야기를 그저 요란하게만.,2.5,84
영주,사건의 부피를 키우는 대신 인물의 감정에 절절하게 집중한다.,3.0,212
새벽의 약속,어머니의 기대와 세상의 냉소 사이 괴리를 동력으로 삼아낸 작가의 흥미로운 사모곡.,3.0,72
신비한 동물들과 그린델왈드의 범죄,줄줄 늘어놓거나 질질 끌거나.,2.0,350
인 디 아일,그 깊은 고독까지 끝내 적셔주는 시적 파동.,5.0,319
군산: 거위를 노래하다,"시작과 끝, 안과 밖이 신비롭고 유려하게 맞닿아 있다.",4.0,208
완벽한 타인,인물들의 속내를 날렵하게 넘나드는 세태풍자극의 묘미.,3.0,538
친애하는 우리 아이,저마다의 사정으로 각자 달라도 여전히 함께 가족일 수 있다.,2.5,61
보헤미안 랩소디,흔들리고 비틀려도 끝내 사그라지지 않았던 무대 위의 그 카리스마.,3.0,647
창궐,해당 장르의 동력 자체를 몰각한 맥빠진 사극.,2.0,206
프리다의 그해 여름,어린 날의 아린 감각을 예민하게 되살려냈다.,3.5,162
풀잎들,필멸의 조짐 앞에서도 어이없이/어김없이 함께 돋아나는 풀잎들.,4.0,239
퍼스트맨,떠들썩한 거대 이벤트로부터 눈 돌려 한 인간의 고독한 내면을 골똘히 들여다본다.,3.5,776
양의 나무,'키리시마...'와 '종이달' 같은 수작들에 이어서 '아름다운 별'과 '양의 나무'라니.,2.5,107
스타 이즈 본,묵은 이야기를 일신하는 스타들의 광휘.,3.5,432
리즈와 파랑새,부서질 듯 여린 감정이 다감한 선율에 서렸다.,3.0,117
암수살인,상반된 방향으로 견인하는 두 배우 매력과 함께 뚜벅뚜벅 간다.,3.0,320
너는 여기에 없었다,잔상과 이명 속에서 간신히 존재하는 자의 핏빛 행로.,4.0,334
베놈,캐릭터 영화가 캐릭터 조형에서 실패한다면.,2.0,383
체실 비치에서,정신과 육체의 시차가 낳은 지독한 멀미.,3.0,159
죄 많은 소녀,타협 없는 응시. 비범한 화술. 일일이 다 일으켜 세운 캐릭터들.,4.0,429
물괴,'괴물'이 나온 지 벌써 12년이 지났는데.,2.0,297
어둔 밤,그 넘치는 패기로 곧 답을 찾으실 수 있기를.,3.0,109
서치,스스로 부여한 형식의 장벽을 창의성의 발판으로.,3.5,961
살아남은 아이,사건을 괄호친 후 사건의 여파를 깊게 살핀다.,3.5,153
상류사회,양두구육.,1.5,193
휘트니,이렇게 아프게 다가온 음악 다큐멘터리가 있었던가.,3.5,185
델마,'마녀'로 몰려 희생된 여성들의 역사를 뒤집어보는 야심찬 서사. 주제를 선명하게 축약하는 이미지.,4.0,296
공작,뻔한 액션을 배제한 채 말의 전쟁을 생생히 살려낸 한국 첩보영화의 뚜렷한 성취(와 근래 보기 드문 호연지기).,3.5,945
더 스퀘어,"지식인의 위선에 대한 통렬한 풍자 끝에 매달린 자기 반성, 그리고 영화라는 또 하나의 사각형에 대하여.",3.5,214
주피터스 문,한두 개의 부유하는 이미지를 남기고 흩어지다.,2.5,77
신과함께-인과 연,전편보다 낫다는 이야기를 듣고 보았다. 그렇긴 했다.,2.5,1230
한나,죽음보다 깊은 고독이 내려앉은 샬럿 램플링의 얼굴.,3.0,124
어느 가족,고레에다 히로카즈 가족영화의 집대성. 그 따스한 빛과 스산한 그림자가 선명하게 함께 담겼다.,4.5,1163
인랑,호랑이를 그릴 것처럼 시작해서 고양이를 그리며 끝난다.,2.5,671
미션 임파서블: 폴아웃,탐 크루즈는 할리우드 블럭버스터의 가장 성실한 얼굴.,4.0,1216
서버비콘,코언형제 범죄극과 클루니 사회극의 흥미로운 접점.,3.0,164
스카이스크래퍼,배우의 한계라기보다는 배우 활용법의 문제.,2.0,227
앤트맨과 와스프,앤트맨 시리즈는 마블이 사용하는 쉼표.,3.0,527
킬링 디어,인간의 굴레에 대한 요르고스 란티모스의 경이롭고도 몸서리쳐지는 신화.,5.0,929
변산,퇴행적 희화화로 극의 과제들을 매듭지을 수 있을까.,2.5,254
잉글랜드 이즈 마인,"생의 우울에 깊이 들어앉은 나,에 대한 도취.",2.5,161
시카리오: 데이 오브 솔다도,"외부에서 내부로 초점이 바뀐 테러리즘 전환기에, 미래 세대에게 간곡히 전하는 마음.",3.5,378
너와 극장에서,영화 속에 나오는 극장들에서 관람하면 특별한 체험이 될 듯.,2.5,92
나와 봄날의 약속,상상력 이전에 구성력과 설득력을.,1.5,92
개들의 섬,"우화를 구현하는 눈부신 스타일, 타문화를 대하는 눈먼 시선.",3.0,501
아직 끝나지 않았다,가정폭력의 작동방식을 소름 끼치는 실감으로 담아낸다.,4.0,419
유전,"'악마의 씨' 50주년, 오컬트 무비 대표작 목록에 또 한 편이 추가됐다.",4.5,1025
디트로이트,영원히 끝날 것 같지 않은 50년 전 그때의 다음날은 바로 오늘.,3.5,297
라이크 크레이지,당신이 있든지 없든지 나는 살아갈 수 없어요. (U2의 'With or without you'),3.0,360
독전,허탈함을 남기고 흩어진 스타일의 원심력.,2.5,418
트립 투 스페인,그 신기한 성대모사조차도 세 번이나 흡사하게 반복하면.,2.5,95
버닝,"다시금 새로운 영역으로 성큼 나아간 이창동. 지금이곳 청춘들의 고투와 분노를 다룬다는 점에서 한국적이고, 예술과 인식의 토대를 되묻는다는 점에서 근원적이다.",5.0,1945
레슬러,두 편의 뻔한 영화를 한 편으로 대충 엮었다.,1.5,224
보리 vs 매켄로,"우승하고 싶다는 외적 목표와 인간답고 싶다는 내적 지향 사이의 충돌. 
한 사람은 기계적 삶을 버리고 인간다움을 되찾고 싶어하고, 또 한 사람은 세상으로부터 사랑을 받기 위한 인정투쟁을 벌이고 있는데, 이같은 내적 목표들은 최고가 되고 싶다는 또다른 욕망과 상충된다. 결국 내적 목표를 위해선 두 사람 모두 이전의 방식을 버리고 결승전에서 져야 한다는 역설이 성립된다. 이 영화는 바로 그 지점에서 깊고 흥미로운 스포츠 드라마가 된다.",4.0,388
씨 오브 트리스,작품마다 연출력 편차가 극심한 구스 반 산트 필모그래피의 미스터리.,2.0,102
챔피언,안일하고 안이하다.,2.0,205
원더스트럭,영화의 역사에 바치는 토드 헤인즈의 연서. 우리는 별의 잔해이고 영화의 조각들.,3.5,268
클레어의 카메라,천천히 다시 들여다본 후 홍상수의 카메라는 어떤 변화를 맞이할까.,3.0,193
어벤져스: 인피니티 워,여전히 보여줄 게 남아있음을 과시한 마블. 엄청나게 시끄럽고 믿을 수 없게 가까운.,4.0,1414
몬태나,비장미로 치장된 감상주의.,2.5,124
당신의 부탁,당신의 부탁. 그이의 사과. 우리의 시작.,3.0,154
판타스틱 우먼,끝내 스스로를 지켜낸 자의 의지와 위엄이 주는 감동.,3.5,189
레이디 버드,숲에서 나오니 숲이 보이네. 내 어린 날의 숲. ('숲' 시인과 촌장),4.0,2307
레디 플레이어 원,덕후의 추억은 힘이 세다.,4.0,1539
곤지암,공간에 대한 리액션만으로도 장편영화 한 편을 너끈히 만들어내는 감각과 뚝심.,3.0,463
7년의 밤,제각각 자기연민에 빠져 내내 허우적대는 사람들.,2.0,302
콜 미 바이 유어 네임,가득한 햇살로 그 여린 날들을 축복하다.,4.0,1748
퍼시픽 림: 업라이징,묵직한 양감과 기분좋은 긴장감이 사라져버렸다.,2.5,251
120BPM,"살아 있다는 것, 맞서 싸운다는 것, 사랑한다는 것, 치열하게.",4.0,354
쓰리 빌보드,"""결정한 후에 가자""가 아니라 ""가면서 결정하자""는 행동주의자들의 정의.",4.0,1324
사라진 밤,몰입을 방해하는 캐릭터 톤과 해석.,2.5,286
플로리다 프로젝트,좋은 영화는 세상을 구하는 법을 제시하지 않는다.,4.0,3566
팬텀 스레드,천의무봉. 보이지 않는 실의 역학.,5.0,871
리틀 포레스트,눈 앞에서 계절이 느릿느릿 평화롭게 흘러간다.,3.0,1015
나미야 잡화점의 기적,그 노래가 아니에요. 그 춤이 아니죠.,2.5,372
더 포스트,시종 뉴욕타임즈가 아니라 워싱턴포스트가 주무대인 이유. 결국 남성편집국장이 아니라 여성발행인이 주인공인 이유.,4.5,863
셰이프 오브 워터: 사랑의 모양,물의 로맨스와 물의 에로스. 어떤 형태도 될 수 있는 물처럼 신비롭고 아름다운.,4.5,1714
골든슬럼버,그들만의 눈물.,2.0,500
블랙 팬서,요즘의 마블은 빌런이 더 매력적.,3.0,1628
올 더 머니,돈의 숙주에 대한 지독한 블랙코미디.,3.0,298
누에치던 방,해결하거나 복원할 수 없다해도 과거를 직면하려는 사람들의 풍파와 안식.,3.5,147
염력,장르에 안착하지 못한 주제의식.,2.5,346
다키스트 아워,게리 올드먼의 경이로운 테크닉과 '덩케르크'의 뒤엉킨 막후를 들여다보는 재미.,3.0,347
아름다운 별,너무 멀리 가셨습니다.,2.5,143
코코,꿈이라는 아름다운 목표 뒤로도 끝내 감출 수 없는 질문들. 그 꿈의 수단은 무엇인가. 내 꿈이 남의 꿈을 해치진 않는가. 꿈과 맞바꾼 것은 무엇인가.,4.0,2795
다운사이징,"인류 전체를 보존하려는 미래의 거대 비전 대신에, 지금 내 눈 앞 이웃의 구체적 고통을 바라보기.",3.5,531
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",한숨만 나오는 타임 루프.,1.5,179
쥬만지: 새로운 세계,캐릭터 코미디로서만 부분적으로 성공했다.,2.5,358
패터슨,시간 속을 유영할 수 있는 유일한 방법은 시적인 리듬.,4.5,1011
1987,희망은 작은 고리들의 연쇄에 있다.,3.5,2157
신과함께-죄와 벌,모성의 목소리조차 박탈한 뒤 그 크신 사랑만을 돌림노래로 부르는 공업적 최루법.,2.0,2283
강철비,소재에 대한 두려움 없이 정면에서 힘있고 진진하게 다뤄낸다.,3.5,1200
세 번째 살인,생각하는 카메라의 힘.,4.0,647
"안녕, 나의 소울메이트",탄력 넘치는 캐릭터들에 생기 가득한 배우들.,3.5,394
초행,"자욱한 안개 속 더듬어가며 나아가는, 이만큼 왔는데도 여전히 처음인 그 길.",3.5,269
우리는 같은 꿈을 꾼다,피투성이 세상 속에서 함께 고요히 사슴을 앓다.,4.0,322
미스테리어스 스킨,참혹하게 공명하는 상처의 안과 밖.,3.5,262
빌리 진 킹: 세기의 대결,자신이 어떤 영화를 만드는지 정확히 아는 사람들의 위트와 하모니.,3.5,427
저스티스 리그,팀을 만들었으면 팀플레이를 해야 할 텐데.,2.5,865
러빙 빈센트,물감 냄새와 땀 냄새가 물씬 풍기는 듯한 노작.,3.5,930
미옥,잡아도 잡아도 잡히지 않는 영화의 폼.,1.5,199
채비,"어머니,라고 말하면 눈물부터 나는 사람들이 많겠지만.",2.5,141
침묵,끄덕여지는 귀착과 갸웃거려지는 행로.,3.0,284
폭력의 씨앗,그 형식은 적절한 선택이었을까.,2.5,116
꿈의 제인,제인은 2017년 한국영화 올해의 캐릭터.,3.5,702
토르: 라그나로크,일정 수준 이상 품질관리가 되는 프랜차이즈 식당의 음식처럼.,3.0,1524
너의 췌장을 먹고 싶어,제목이라도 튀게 붙였어야 했을 관성적인 작법.,2.0,546
유리정원,"""배우는 눈을 파는 직업""(마이클 케인)이라는 말의 적절한 사례.",3.0,202
당신과 함께한 순간들,오직 기억만이 남아 영원히 메아리칠 때의 서늘한 슬픔.,4.5,623
아이 앰 히스 레저,스스로를 찍었던 영상 속 그의 모습이 진하다.,3.0,379
스코어: 영화음악의 모든 것,93분 짧은 러닝타임에도 '영화음악의 모든 것'이란 부제를 붙일 자격이 있다.,3.5,417
마더!,만물을 순환시키는 동력과 장(場) 자체에 대한 경배. 거대한 이야기를 한 손에 비틀어 쥔 채 강렬하게 폭주한다.,4.0,546
블레이드 러너 2049,하나의 세계를 온전히 시각화한 드니 빌뇌브와 로저 디킨스의 협업.,4.0,926
주키퍼스 와이프,솔깃한 소재에 밍밍한 연출.,2.5,146
남한산성,태산 같은 말의 무게를 묵묵히 지고 간다.,4.0,972
킹스맨: 골든 서클,매튜 본의 장점은 대폭 줄어들고 단점은 여전한 속편.,2.5,787
우리의 20세기,관계 속에서 성장은 언제나 쌍방향이다.,3.5,613
해피 버스데이,아무런 탄력 없이 그저 착하다.,2.0,88
어 퍼펙트 데이,비극적 세상 속 행동주의자들의 낭만주의가 전하는 미소.,4.0,593
잃어버린 도시 Z,사로잡힌 자의 집념과 신비.,3.5,223
아이 캔 스피크,다 보고나면 제목이 전혀 다른 느낌으로 묵직하고 뭉클하게 다가온다.,3.0,1535
여배우는 오늘도,적절한 유머감각과 정확한 화술을 갖춘 이 신인감독의 두번째 영화를 기다린다.,3.5,715
베이비 드라이버,어쩌면 이렇게 짝짝 달라붙을까.,4.0,1846
윈드 리버,정의가 배제된 세상의 카타르시스를 제거한 복수극.,3.5,436
몬스터 콜,가려진 환부를 찾아내 정확히 위무하는 힐링 시네마. 이야기는 이야기되어야 한다.,4.0,763
그것,성장영화로는 만족스럽다.,3.0,645
매혹당한 사람들,공동체를 유기체처럼 다뤄낸다. 그 유기체가 외부로부터의 이물질에 어떻게 반응하는지 그려낸다.,3.5,427
살인자의 기억법,원작의 매력을 발라낸 각색. 배우들의 연기만 남는다.,2.5,543
밤섬해적단 서울불바다,미학적으로나 한국사회를 바라보는 시각 모두에서 대담하고 비범하다.,4.0,285
